tags,id,plylst_title,songs,like_cnt,updt_date,prompt
"['연말', 'HOLIDAY', '추억', '명곡', '겨울', 'Pop', '성탄절', '크리스마스', '캐롤', '에센셜']",46811,홀리데이 차트를 점령한 캐럴,"[10918, 651839, 214241, 531087, 387859, 539665, 471445, 257231, 705493, 656881, 481609, 529878, 523043, 60117, 705761, 43451, 444633, 514020, 656376, 224680, 321147, 513309, 175091, 657824, 135704, 190051, 318487, 269427, 692333, 623766, 185211, 358186, 637135, 594239, 177896, 671028, 466814, 500836, 361732, 612160, 693142, 292667, 403081]",2043,2019-12-30 06:00:29,연말 HOLIDAY 추억 명곡 겨울 Pop 성탄절 크리스마스 캐롤 에센셜
"['경리단길', '편집숍', '상수동', '패션숍', '이태원', '힙한', '시크한', '가로수길']",34073,"고급진 비트와 멜로디, 편집숍 스타일의 힙한 POP","[160815, 132396, 76690, 565589, 665348, 563379, 174841, 401059, 72805, 62056, 466307, 63392, 688284, 164291, 648985, 182899, 38872, 427727, 442702, 621987, 286600, 30607, 190934, 135227, 469978, 286757, 446705, 398874, 88426, 334379, 63711, 172687, 415641, 250056, 32729, 376063, 651374, 565696, 502335, 108866, 416273, 207586, 304426, 541764, 633569, 548001, 504938, 274581, 486393, 119329, 434954, 156414, 513273, 100442, 576309, 184978, 96137, 281839, 21278, 244562, 532922, 463345, 280745, 330211, 256969, 210709, 392964, 542595, 684702, 436210, 400803, 47436]",808,2019-02-22 14:40:36,경리단길 편집숍 상수동 패션숍 이태원 힙한 시크한 가로수길
"['여름', '댄스', '여름휴가', '시원한', '기분전환', '바캉스', '2019', '더위', '해변', '무더위']",49666,더위 싹 씻겨줄 시원시원한 2019 여름송,"[319106, 585036, 151529, 628515, 434784, 38004, 76123, 285884, 576344, 97228, 527865, 568702, 593279, 650034, 33234, 615354, 449731, 107154, 298922, 284405, 81146, 35492, 631564, 401145, 378241, 420062, 349010, 587362, 135536, 622379, 235188, 358237, 642318, 406394, 311071, 298009, 316092, 527295, 306757, 321672, 228106, 685996, 596668, 214887, 327134]",1447,2019-09-02 06:00:26,여름 댄스 여름휴가 시원한 기분전환 바캉스 2019 더위 해변 무더위
"['기분좋은', '파프롬홈', 'OST', '마블', '어벤져스', '스파이더맨', '기분전환', '영화', '영화음악', '신나는']",136598,"스파이더맨 :파 프롬 홈,여운이 가시지않는 마블팬들을 달래줄 마블 OST","[665220, 504214, 279602, 23135, 36457, 311857, 593674, 233475, 251988, 219389, 76192, 700891, 578340, 242808, 287966, 226027, 96037, 288058, 92145, 215059, 229019, 268446, 603474, 101763, 12196, 447236, 631733, 226711, 67908, 647952, 514422, 658966, 650293, 430222, 609399, 443924, 77699, 81635, 588298, 609550, 495144, 338960, 624672, 467969, 188061, 456839, 261206, 244693, 20560, 142499, 160567, 387882, 9183, 404124, 25946, 407226, 157692, 359952, 333297, 265080, 118790, 308409, 259177, 704013, 608832, 311975, 560861, 674923, 401787, 502024, 497836, 303585, 658020, 240780, 266574, 150164, 300019, 49169, 81971, 503319, 264053, 430195, 131551, 271253, 581572, 87856, 305943, 373903, 155740, 262960, 20596, 255732, 541287, 296124, 251934, 457227, 348462, 702405, 672063, 549198, 149263, 335358, 218934, 38976, 329642, 660420, 418779, 533775, 260838, 12325]",884,2019-07-18 13:42:02,기분좋은 파프롬홈 OST 마블 어벤져스 스파이더맨 기분전환 영화 영화음악 신나는
"['분위기있는', '매장음악', '명품', '카페', '드라이브', 'Pop', '기분전환', '노랫말을듣는다', 'ralalra', '팝']",21710,추천 ♬ 매번 들어도 질리지 않는 POP ♪ No.4,"[503777, 351982, 414309, 434206, 478984, 276836, 128181, 174724, 164830, 416911, 260054, 388999, 105603, 178430, 582379, 396856, 312476, 481480, 435778, 142360, 95646, 690767, 398221, 64211, 23099, 309644, 490266, 527878, 240583, 188502, 144856, 141219, 188829, 520428, 265270, 28832, 468764, 318666, 411718, 230103, 356389, 669677, 41105, 101480, 474187, 674024, 337856, 203560, 73175, 65058, 445563, 221438, 22420, 70462, 578319, 47798, 510791, 450565, 279310, 159059, 558453, 623549, 49718, 152585, 376435, 614472, 3785, 355612, 679436, 333595, 215124, 584682, 378459, 386114, 273100, 274504, 674087, 285590, 240419, 531875, 390248, 458405, 515240, 286829, 11389, 540203, 69914, 441277, 285774, 61771, 253918, 113160, 358222, 72002, 244457, 696739, 460823, 461643]",514,2019-11-09 22:22:33,분위기있는 매장음악 명품 카페 드라이브 Pop 기분전환 노랫말을듣는다 ralalra 팝
"['매장음악', '카페', '러블리쏘', '분위기', '드라이브', '여행', '매력적인', '기분전환', '팝']",120048,듣다보면 '우와!' 하고 제목을 보게되는 팝 pt.6,"[648026, 344086, 226390, 175663, 152585, 188760, 651802, 476729, 117936, 459360, 122805, 134529, 478337, 270451, 108253, 295620, 215251, 79377, 134054, 513623, 232715, 146283, 525342, 284799, 479937, 408098, 384383, 644829, 619271, 76345, 325430, 119267, 447927, 519726, 69925, 115949, 547741, 46515, 486356, 105613, 644123, 383506, 662216, 72490, 135392, 51763, 90450, 262632, 629081, 48658, 189965, 186887, 422720, 400887, 251889, 662616, 122146, 562899, 682604, 312248, 269452, 338659, 461776, 144196, 58292, 292567, 434871, 3693, 486460, 399588, 541764, 348368, 422657, 457254, 316640, 424861, 72002]",2249,2019-05-01 15:26:26,매장음악 카페 러블리쏘 분위기 드라이브 여행 매력적인 기분전환 팝
"['여름', '휴양지', '트로피컬', 'EDM', '시원한', '청량한', '바다', '더위', '해변']",12550,캘리포니아 해변이 생각나는 시원 팡팡! SUMMER EDM,"[664068, 50378, 193970, 61432, 237885, 372449, 210736, 608151, 392964, 570809, 119878, 32134, 686063, 520160, 572965, 455500, 45742, 589359, 683771, 352618, 516294, 135990, 36760, 399115, 405790, 636337, 19204, 547859, 82796, 467196, 284687, 263213, 376927, 40380, 500777, 228964, 143315, 487472, 233430, 81545, 532636, 513850, 689148, 9503]",3439,2019-08-12 06:00:21,여름 휴양지 트로피컬 EDM 시원한 청량한 바다 더위 해변
"['한강', '봄', '랩', '연인', '드라이브', '일렉트로니카', '기분전환', '산책', '팝송', 'Obey']",130083,"나만 알고싶은, 근심&걱정마저 잊게 해줄 기분좋은 음색의 음악들","[351749, 166275, 147140, 505816, 640651, 68863, 39163, 221169, 392980, 211527, 56480, 123527, 376936, 38730, 555624, 264481, 31452, 355829, 165778, 220663, 279922, 620372, 54688, 305855, 15715, 273034, 691545, 182666, 699875, 113453, 626228, 135506, 337543, 340666, 398279, 348249, 633061, 381874, 650614, 190192, 492782, 690192, 705095, 40380, 199886, 3913, 662016, 299390, 134190, 82886, 102457, 338116, 596055, 250180, 555440, 177657, 635425, 654488]",1748,2019-12-25 04:54:30,한강 봄 랩 연인 드라이브 일렉트로니카 기분전환 산책 팝송 Obey
"['밤', '드림팝', '인디팝', '멜랑콜리', '작업', '포근한', '로파이', '빈티지', '힙스터', 'Chill']",23726,"작업할 때 듣기 좋은, 포근한 멜랑콜리 무드","[175803, 330591, 635807, 136903, 131349, 207220, 108953, 682835, 391608, 585024, 340972, 366291, 348619, 32740, 48835, 407543, 153843, 147456, 18812, 655924, 544795, 389207, 689039, 264453, 186839, 275544, 482529, 314526, 412066, 331294, 297074, 362613, 128221, 420308, 368476, 447363, 358111, 437367, 517349, 544523, 157258, 21637, 524908, 597743, 66356, 495961, 73169, 183601, 498945, 308753, 447275, 65307]",3591,2019-12-09 22:54:51,밤 드림팝 인디팝 멜랑콜리 작업 포근한 로파이 빈티지 힙스터 Chill
"['겨울', '카페', '매장', '재즈', '클래식', '어린이', '기분전환', '크리스마스', '캐롤', '신나는']",127388,동화 속 나라에서 들려올 것만 같은 아기자기하고 사랑스러운 캐롤 ♪,"[670227, 391543, 193125, 523991, 638882, 576041, 98250, 223308, 230252, 589707, 336081, 600939, 401838, 266633, 699890, 636280, 108017, 679517, 313156, 429810, 493232, 442495, 193262, 129478, 553718, 568485, 268720, 689005, 524451, 167788, 226470, 325204]",701,2019-11-26 01:59:50,겨울 카페 매장 재즈 클래식 어린이 기분전환 크리스마스 캐롤 신나는
"['로맨틱클래식', '로맨틱재즈', '로맨틱', '델리민주', '로맨틱음악', '고급진음악', '감각', '고급진']",67185,• 어디든 고급지게 만들어줄 로맨틱한 재즈비트 [mෆෆd songs] ,"[312147, 311354, 602783, 100378, 108486, 142399, 530931, 702360, 520071, 562414, 41001, 183891, 585838, 367349, 243768, 620912, 571504, 530222, 264397, 508382, 244696, 627633, 243029, 429904, 237461, 656402, 1748, 478456, 412529, 690698, 359655, 519199, 381562, 401092, 559864, 675107, 10693, 37130, 486215, 616026, 193161, 49631, 22584, 574506, 656591, 533191, 136669, 322235, 405496, 24856, 555372, 96525, 441343, 242429]",664,2019-04-26 20:35:43,로맨틱클래식 로맨틱재즈 로맨틱 델리민주 로맨틱음악 고급진음악 감각 고급진
"['가을', '카페', '주말', '오후', '분위기', '드라이브', '센치', '낙엽', '노을', '쌀쌀한']",1266,가을을 음악으로 표현한다면 이런음악 ?!,"[440032, 286784, 386877, 268425, 145222, 477143, 259622, 695977, 11657, 284913, 143151, 646070, 686078, 686424, 653269, 295565, 1338, 298653, 459421, 38969, 332646, 216306, 128473, 14078, 680391, 1237, 425477, 491415, 102582, 280901, 33547, 99287, 372303, 140799, 282604, 386995, 437303, 439505, 190008, 639471, 242233, 255445, 263398, 495557, 686809]",820,2019-12-06 16:16:04,가을 카페 주말 오후 분위기 드라이브 센치 낙엽 노을 쌀쌀한
"['힙합', '비오는날', '감성힙합', '회상', '추억', '드라이브', 'timeoff', '20대', '기분전환', '싸이월드']",17411,"싸이월드 시절, 나의 옛 감성을 자극하는 추억의 감성힙합","[617095, 520620, 398614, 388487, 88991, 118997, 120626, 664497, 579592, 454218, 36502, 35706, 228501, 231078, 626812, 109303, 290040, 451455, 566257, 232260, 7149, 569309, 706952, 394713, 322183, 145042, 25017, 227383, 565649, 541219, 112008, 662821, 643730, 636352, 416755, 640642, 357114, 14523, 547940, 185571, 258166, 477689, 512292, 64605, 658612, 225104, 535492, 333091, 61245, 183078, 80778, 269877, 102411, 234958, 70662, 75461, 545007, 130065, 167004, 384081, 184717, 611695, 370044, 658610, 491982, 248074, 331673, 342791, 569173, 188789, 667106, 58836, 263292, 181656, 153180, 124278, 43262, 507217, 684431, 408038, 376749, 311834, 619832, 467832, 585596, 275414]",5238,2019-05-01 20:59:05,힙합 비오는날 감성힙합 회상 추억 드라이브 timeoff 20대 기분전환 싸이월드
"['별', '연주곡', '꿈', '피곤', '잠들기전', '뉴에이지', '가사없는', '조용한', '자장가', '숙면']",20750,"가사없는 편안한 음악들.(집중,노동요)","[205783, 13896, 130120, 660352, 699524, 189457, 569792, 304758, 121837, 676351, 412695, 312030, 209028, 370599, 273653, 511117, 399772, 652416, 545482, 597429, 517368, 620646, 539928, 664689, 218878, 322529, 429813, 666300, 350078, 230499, 341721, 224568, 490447, 438061, 46911, 199389, 458507, 696494, 221248, 52192, 246131, 112904, 234554, 202185, 258126, 309981, 453605, 475956, 45903, 289069, 437144, 199923, 508432, 226156, 476324, 456174, 291222, 543205, 571790, 26590, 91246, 667062, 432128, 545692, 145723, 463948, 46271, 87434, 412198, 182079]",624,2019-05-22 22:15:09,별 연주곡 꿈 피곤 잠들기전 뉴에이지 가사없는 조용한 자장가 숙면
"['분위기', '밤', '이어폰', '그루브', '감각적', '혼술', '음색', '팝', '음색깡패', '세련된']",56263,"음색, 분위기에 빠져드는 편하게 들을 수 있는 곡","[422256, 361986, 198408, 154721, 606524, 656574, 184774, 682476, 220663, 609172, 624965, 263700, 195567, 55535, 80928, 227859, 265665, 15715, 608999, 329916, 290742, 647312, 469302, 39972, 466258, 469686, 626041, 493089, 241626, 197792, 647590, 372411, 607646, 231137, 519114, 605021, 120378, 512922, 646402, 12841, 168104, 325267, 78578, 646689, 357551, 338116, 692786, 595843, 267965, 439924, 649462, 555440, 387337, 55127, 551929, 635724, 60021, 529882, 137096, 105260, 411690, 476304, 128877, 70988, 48445, 599642, 587556, 391363, 613827, 251574, 421707, 328434, 634451, 311021, 544236, 7458, 104781, 602452, 581888, 410070, 607305, 429187, 635223, 264965, 137793, 140146, 289420, 581411, 97914, 646557, 543708, 184536, 239637, 608100, 407634, 407008, 490032, 600454, 257474, 367779, 15707, 417796, 25696, 80850, 422903, 570169, 297739, 229770, 66752, 218434, 199924, 679749, 59808, 421032, 8153, 553430, 87550, 233636, 123692, 420853, 418003, 292959, 405518, 574222, 481814, 584407, 405855, 93591, 420918, 17532, 521518, 2232, 81861, 503694, 687982, 185461, 325593, 509023, 441027, 36921, 31474, 331384, 683593, 539190, 199665, 125082, 161495, 367609, 462554, 300773, 681723, 61123, 585877, 347089, 37983, 360733, 565111, 547047, 217554, 625940, 349046, 533161, 270810, 362051, 576856, 56346, 456975, 150152, 42752, 228471, 574579, 533472, 132120, 90396, 362323, 442356, 276401, 518521, 380411, 540919, 172829, 256434, 58655, 374302, 239431, 357209, 602925, 500084, 496062, 44414, 177333, 201881, 84560, 563537, 293572, 590828, 43820, 182629, 680980, 357875]",4601,2019-07-15 22:26:26,분위기 밤 이어폰 그루브 감각적 혼술 음색 팝 음색깡패 세련된
"['동심', '해외', '사운드트랙', '감동', '명곡', 'OST', '애니메이션', '영화', '명작']",31403,"동심 충전, 명작 애니메이션 속 명곡!","[1133, 656441, 481327, 472374, 262430, 384677, 525935, 368393, 572824, 673758, 39436, 424651, 607459, 407255, 73281, 616144, 394031, 281638, 569715, 416023, 157900, 320447, 652010, 328908, 361026, 535703, 619259, 357317, 207912, 297376, 20855, 549647, 127698, 157232, 206116, 430476, 421833, 273356, 439701, 508227, 368214, 592167, 195002, 673026, 392325, 516376, 322215]",615,2019-12-04 11:50:22,동심 해외 사운드트랙 감동 명곡 OST 애니메이션 영화 명작
"['매장음악', '밤', '새벽', 'RnB', '감각적인', '드라이브', 'groove', '편집샵', '힙스터']",39314,느낌 살아있네!!~ 감각적 비트의  힙한 편집숍 스타일 음악들,"[136358, 580830, 606295, 604241, 155162, 556675, 659428, 630043, 561063, 619381, 503995, 199665, 601932, 332487, 548372, 524340, 371945, 591063, 534976, 162545, 279000, 197745, 117000, 508296, 687185, 482423, 578916, 577771, 535123, 359292, 163830, 217102, 132286, 419930, 244998, 160030, 293572, 242959, 543064, 48725, 195560, 376063, 699417]",1905,2019-05-30 08:31:10,매장음악 밤 새벽 RnB 감각적인 드라이브 groove 편집샵 힙스터
"['알앤비', '국내RnB', 'RNBSOUL', '가창력', '소울아티스트', '라이징스타', '2010', '소몰이창법']",114034,메인 부상한 2010년대 국내 R&B/Soul,"[588952, 244260, 429229, 78871, 454229, 133128, 114175, 243619, 473514, 398955, 545030, 704609, 442112, 123897, 559870, 22487, 615878, 166499, 600074, 508805, 61096, 170279, 205247, 616038, 260612, 220466, 212654, 456740, 392603, 675450, 299619, 503135, 536961, 379701, 286531, 605446, 96166, 300553, 443130, 344931]",1081,2019-11-29 16:13:05,알앤비 국내RnB RNBSOUL 가창력 소울아티스트 라이징스타 2010 소몰이창법
"['집중', '노동요', '어쿠스틱', '발라드', '팝', 'Pop', 'Acoustic', '시험기간', '공부', 'ballad']",24400,[어쿠스틱] 집중 시간! 공부할 때 듣는 어쿠스틱 팝,"[479443, 131586, 669677, 511936, 666392, 471206, 357312, 564729, 144368, 185572, 334856, 36069, 533953, 261289, 303351, 202972, 587817, 134971, 512940, 39077, 358583, 424242, 161004, 181703, 143345, 128221, 534259, 641857, 521393, 230159, 582623, 436798, 591008, 551005, 124974, 419361, 478251, 111628, 211610, 521975, 62378, 126772, 298328, 306661, 416266, 703941, 611069, 126040, 404251, 389240]",598,2019-11-06 10:26:02,집중 노동요 어쿠스틱 발라드 팝 Pop Acoustic 시험기간 공부 ballad
"['감성인디', '감성', '노동요', '카페음악', '팝같은', '감각적인', '해외팝', '매장음악', '감미로운', '인디']",81759,창밖으로 시선 던져놓고 듣는 해외 팝같은 인디,"[173324, 344045, 8179, 335564, 485809, 313118, 498567, 545628, 628209, 521061, 209267, 93884, 406202, 520680, 569101, 112285, 695151, 285213, 290179, 175203, 429585, 285974, 414005, 14869, 395999, 621544, 406783, 416999, 5319, 274051, 207907, 388107, 620140]",807,2019-04-10 19:49:12,감성인디 감성 노동요 카페음악 팝같은 감각적인 해외팝 매장음악 감미로운 인디
"['YevelyK', '가을감성', '가을', 'RnB', '드라이브', '여행', '기분전환', '산책', '낙엽', '세련된']",2170,[가을] Fall in R&B (만추 프로젝트 No.2),"[672966, 392350, 613497, 152501, 307192, 610311, 69900, 378025, 244511, 679780, 338574, 381056, 563522, 551165, 578022, 576085, 362146, 206001, 669918, 410518, 33698, 589306, 119603, 622778, 48454, 420075, 87412, 384864, 198472, 240791, 651322, 546188, 147060, 91249, 653761, 676975, 443130, 636187, 344931, 412215]",665,2019-10-10 19:24:05,YevelyK 가을감성 가을 RnB 드라이브 여행 기분전환 산책 낙엽 세련된
"['매장음악', '카페', '아이돌', '드라이브', '여행', '기분전환', '가요', '띵곡']",11982,매일 들어도 질리지않는 아이돌 명곡 리스트❤️,"[45476, 199160, 362966, 501822, 140920, 553786, 459165, 661375, 588696, 191236, 428887, 42317, 569401, 145564, 572214, 420672, 261957, 438499, 171606, 332442, 487639, 262202, 241529, 497066, 67044, 51643, 664497, 225426, 663564, 179696, 667074, 591035, 385478, 642281, 500114, 209136, 348092, 118827, 27290, 259795, 30712, 270061, 549178, 348200, 671830, 97998, 466529, 254865, 374715, 371072, 665518, 586653, 498452, 87504, 62694, 483792, 54755, 446812, 127089, 207232, 427256, 218127, 531820, 9825, 496288, 49734, 91084, 46227, 232890, 611737, 352274, 471691]",1112,2019-12-14 23:11:45,매장음악 카페 아이돌 드라이브 여행 기분전환 가요 띵곡
"['집중', '태교', '감수성', '피아노', '명상', '사색', '독서', '피곤', '뉴에이지', '잠들기전']",101995,"독서,집중할때 듣는 음악들 (잔잔한 연주곡)","[77669, 36411, 700370, 199552, 504805, 337886, 386921, 610552, 350359, 219734, 592142, 428666, 599022, 335116, 224568, 490447, 29793, 438061, 46911, 199389, 458507, 696494, 221248, 52192, 246131, 112904, 234554, 202185, 258126, 309981, 453605, 475956, 45903, 289069, 437144, 199923, 508432, 226156, 476324, 17908, 456174, 291222, 543205, 571790, 26590, 285565, 668131, 91246, 667062, 432128, 545692, 145723, 463948, 46271, 87434, 200321, 412198, 182079, 600009, 569792, 304758, 121837, 676351, 412695, 312030, 209028, 370599, 273653, 511117, 399772, 652416, 545482, 597429, 205783, 13896, 130120, 660352, 699524, 189457, 517368, 620646, 539928, 664689, 377996, 218878, 322529, 483303, 178776, 614513, 217173, 289006, 48318, 289531, 11534, 530546, 566609, 429813, 666300, 350078, 363224, 230499, 535585, 341721, 495190, 484342, 174622, 349965, 377513, 246682, 654973, 418443, 525872, 572607]",2312,2019-03-15 22:25:22,집중 태교 감수성 피아노 명상 사색 독서 피곤 뉴에이지 잠들기전
"['겨울', '눈오는날', '연주', '재즈', '캐롤', '즐거운', '흥', '크리스마스']",146557,@크리스마스 준비 끝! 신나는 재즈연주모음❤,"[600085, 594501, 589577, 523943, 469093, 90479, 577268, 430116, 489976, 657321, 250859, 663198, 7517, 20830, 266674, 23737, 660306, 615361, 340675, 143580, 431827, 571692, 13109, 315052, 219427, 338138, 523443, 164821, 63909, 509610, 681525, 190036, 585748]",893,2019-12-23 06:00:30,겨울 눈오는날 연주 재즈 캐롤 즐거운 흥 크리스마스
"['휴식', '매장음악', '가을', '카페', '발라드', '매장', '슬픈', '기분전환', '이별', '인디']",44545,펑펑 울고 싶은 날 들어요. 이별을 노래한 잔잔한 발라드,"[167550, 542441, 310227, 604385, 116573, 185736, 177631, 209135, 366310, 648678, 224471, 122559, 643628, 573846, 83187, 32163, 489472, 707841, 108158, 552707, 90106, 273962, 180685, 207130, 657469, 83816, 695805, 174038, 235646, 198029, 322491, 82324, 3787, 307660, 430191, 379420, 691632, 524927, 548814, 125523, 303888, 637854, 422049, 32698, 631095, 207111, 176068, 341262, 669139, 262014, 172703, 396640, 469596, 11785, 398390, 621690, 157006, 688930, 264677, 527215, 319103, 700202, 640753, 299254, 567383, 357367, 361869, 637294, 389296, 540059, 216537, 235522, 424195, 293325, 118788, 264576, 403673, 183366, 282809, 130664, 212596, 576250, 376617, 285895, 213699, 43701, 377456, 295653, 221129, 625408, 622717, 287824, 343460, 641786, 285194, 605170, 504801]",727,2019-09-05 10:37:09,휴식 매장음악 가을 카페 발라드 매장 슬픈 기분전환 이별 인디
"['매장음악', '스트레스', '드라이브', 'Pop', '팝송', '일상', '기분전환', 'ralalra', '팝', '노랫말을듣는다']",132377,추천 ♬ 매번 들어도 질리지 않는 POP ♪ No.2,"[467895, 201676, 652798, 235595, 632587, 601523, 359929, 58994, 489817, 523156, 145222, 504811, 431643, 475555, 501105, 659806, 258755, 581080, 702813, 129787, 578703, 403884, 189578, 152119, 340540, 368124, 121480, 74070, 540926, 627670, 408743, 539517, 33490, 509782, 567766, 274779, 120351, 44782, 696317, 144368, 96935, 511493, 454818, 358506, 194636, 444194, 534989, 505231, 112997, 236290, 594515, 382378, 668659, 654511, 697443, 574297, 154095, 26325, 292669, 596968, 647312, 457552, 641917, 232263, 292197, 541764, 48279, 634656, 635425, 648921, 422919, 277811, 179787, 385412, 17920, 432499, 175720, 3812, 574178, 168031, 517472, 217948, 335449, 701163, 220882, 117060, 597130, 327336, 653237, 689148, 699953, 93837, 95655, 532316, 326006, 695870, 572758, 207262]",711,2019-11-09 22:10:12,매장음악 스트레스 드라이브 Pop 팝송 일상 기분전환 ralalra 팝 노랫말을듣는다
"['감성', '발라드', '황금기', '노랫말을', '여운', '힐링', '아날로그', '90년대', 'ralalra', '가요계']",136047,"추천 ♬ 기억속의 멜로디, 1990 Ballad ♪ No.01","[71195, 419172, 212848, 222960, 99504, 433980, 630552, 255453, 696010, 339998, 122737, 660566, 85278, 349751, 130759, 570969, 274044, 252677, 93637, 400996, 240604, 660460, 300973, 336577, 77476, 656668, 602424, 631174, 26805, 273697, 689087, 453723, 591244, 576826, 672003, 395715, 264162, 447210, 604632, 395583, 405255, 397507, 55466, 300944, 418678, 240729, 576047, 495133, 630202, 539327, 204644, 113326, 522392, 325012, 695842, 384803, 555086, 523939, 95710, 486877, 195824, 503970, 451405, 291038, 257199, 427268, 68842, 315219, 41366, 38719, 250885, 347475, 131559, 142381, 106176, 553235, 155825, 94463, 346897, 93770, 640110, 510062, 224560, 621049, 661406, 283351, 355820, 559043, 531390, 455385, 158021, 422371, 200789, 493770, 614829, 401803, 137014, 305275, 445953, 105637]",776,2019-07-25 17:10:36,감성 발라드 황금기 노랫말을 여운 힐링 아날로그 90년대 ralalra 가요계
"['흥겨운', '아침', '스트레스', '드라이브', 'Pop', '기분전환', '즐거운', '신나는노래', '팝', '신나는']",140449,눈이 번쩍! 잠이 확 깨는 POP,"[237868, 634271, 315997, 287467, 575541, 386254, 481687, 50585, 109805, 208608, 38036, 415389, 702405, 262632, 643595, 159089, 386717, 472838, 602470, 619887, 169034, 566472, 621746, 402822, 676334, 234652, 605506, 567101, 404864, 563379, 459624, 644137, 601146, 503406, 428252, 468671, 255587, 446498, 155224, 615890, 306785, 579010, 698425, 608616, 94336, 172600, 334691, 356419, 674046, 65557, 622264, 191013, 584418, 251988, 493061, 255364, 469290, 491513]",520,2019-07-06 10:27:38,흥겨운 아침 스트레스 드라이브 Pop 기분전환 즐거운 신나는노래 팝 신나는
"['힙합', '축제', '일렉트로니카', '댄스', 'EDM', '클럽', '대학교', '팝', '일렉']",108284,[댄스] 내적 댄스 폭발! 신나게 놀기 좋은 댄스 음악!,"[339007, 343835, 667361, 604759, 250664, 153333, 46380, 675593, 646886, 657765, 300356, 102978, 380171, 65796, 155796, 690624, 97586, 10966, 260891, 612271, 283725, 412874, 528735, 209169, 66224, 697550, 74637, 578104, 369005, 696480, 126972, 502078, 76888, 547427, 258083, 459256, 31529, 581799, 451680, 703193, 644520, 684932, 549032, 65557, 150938, 380357, 64691, 644904, 166190, 268413]",686,2019-07-26 18:23:22,힙합 축제 일렉트로니카 댄스 EDM 클럽 대학교 팝 일렉
"['피크닉', '감성', '청량', '상쾌', '힐링', '초여름', '상큼', '인디']",43999,초여름에 듣고싶은 파릇파릇한 음악들♬,"[157722, 400662, 296330, 346913, 371998, 411339, 224195, 206812, 368170, 573179, 306610, 451112, 505209, 670510, 622923, 354159, 225464, 65001, 529264, 588253, 240277, 239060, 103744, 9009, 507219, 205034, 340796, 355312, 707398, 272674, 246011, 409534, 76123, 390418, 401968, 429157, 565103, 460695, 343022, 193451, 243751, 49963, 631742, 55399, 100231, 260612, 424754]",951,2019-07-01 06:01:40,피크닉 감성 청량 상쾌 힐링 초여름 상큼 인디
"['노래방', '따듯한', '눈물', '로맨틱', '겨울밤', '연인', '그리움', '슬픔', '감성발라드', '우울']",17053,듣는 순간! 가슴이 먹먹해지고 눈물이 흐르는 슬픈 발라드~~~,"[386455, 434760, 55811, 370470, 316184, 44603, 444706, 514792, 302494, 123465, 468970, 432305, 656713, 451489, 670635, 360815, 139603, 692929, 165352, 106931, 423649, 698250, 624607, 553171, 48948, 88471, 625373, 292825, 216696, 147228, 576231, 224921, 144663, 294523, 170279, 169953, 367963, 174749, 589668, 616038, 517723, 220466, 139482, 390610, 197273, 508212, 550600, 651499, 259886, 533739, 411870, 442352, 593932, 558207, 397573, 88503, 622615, 109500, 248361, 509638, 502594, 644261, 586987, 112008, 655756, 414565, 629738, 640972, 624242, 635460, 59480, 632313, 99522, 321747, 605376, 392397, 12159, 707621, 192962, 385900, 103644, 87394, 261195, 594592, 8763, 388487, 109574, 171864, 107916, 207831, 273161, 56352, 454528, 17210, 363755, 424821, 242838, 79173, 673110, 465778]",2402,2019-11-20 02:03:49,노래방 따듯한 눈물 로맨틱 겨울밤 연인 그리움 슬픔 감성발라드 우울
"['개강', '봄', '카페', '달달', '벚꽃', '새학기', '봄캐롤', '설렘', '사랑', '따뜻한']",19750,봄마다 듣는 개강 봄캐롤~,"[22643, 6082, 93205, 207566, 581105, 178860, 603057, 691038, 214947, 688285, 61635, 564450, 303571, 4511, 301862, 276077, 279922, 351866, 479995, 439598, 397712, 11306, 660449, 656512, 647045, 59143, 453469, 538777, 26966, 321724, 336492, 453055, 58833, 432737, 609777, 606669, 8710, 115211, 643070, 132994, 25012, 336475, 505251, 583448, 519817, 355345, 250, 426500, 461680, 257434, 461476, 542589, 293236, 214612, 584533, 532127, 262830, 496971, 577075, 238525, 236548, 116791, 650494, 553437, 573179, 595962, 204547, 653733, 361178, 115829, 116250, 313215, 500205, 463828, 322492, 653510, 383632, 691849, 454075, 254192, 431468, 18371, 432340, 2713, 318779, 231699, 672218, 666577, 564756, 477817, 230434, 700377, 120132, 300087, 397265, 287977, 653693, 447803, 254985, 496568, 337267, 451487, 457124, 626805, 516906, 234875, 455141, 131222, 512336, 191431, 298596, 586556, 506929, 570482, 683437, 493614]",3727,2019-09-21 16:00:03,개강 봄 카페 달달 벚꽃 새학기 봄캐롤 설렘 사랑 따뜻한
